"","Original Position","Primary Prefix","Alternate Prefix","Local Identifier","Entity Identifier (e.g., IRI)","Identifier Namespace Path if Different","Identifier Resolution - Computable (y/n)","Identifier Resolution - Human Viewable (y/n)","Different Namespace for Human Readable Pages","Homepage","Description","Title","Source URL"
"33",33,"bio","","","http://purl.org/vocab/bio/0.1/","http://purl.org/vocab/bio/0.1/","","","","","","BIO: A vocabulary for biographical information",""
"34",34,"biol","","","http://purl.org/NET/biol/ns#","http://purl.org/NET/biol/ns#","","","","","","Biological Taxonomy Vocabulary 0.2 (Core)",""
"35",35,"biopax","","","http://www.biopax.org/release/biopax-level3.owl","http://www.biopax.org/release/biopax-level3.owl#","","","","","","BioPAX Level 3 ontology",""
"36",36,"biotop","","","http://purl.org/biotop/biotop.owl","http://purl.org/biotop/biotop.owl#","","","","","","BioTop",""
"37",37,"biro","","","http://purl.org/spar/biro","http://purl.org/spar/biro/","","","","","","The Bibliographic Reference Ontology",""
"38",38,"blt","","","http://www.bl.uk/schemas/bibliographic/blterms","http://www.bl.uk/schemas/bibliographic/blterms#","","","","","","British Library Terms RDF schema",""
"39",39,"botany","","","http://purl.org/NET/biol/botany#","http://purl.org/NET/biol/botany#","","","","","","Biological Taxonomy Vocabulary 0.2 (Botany)",""
"40",40,"br","","","http://vocab.deri.ie/br","http://vocab.deri.ie/br#","","","","","","Brainstorm Ontology",""
"41",41,"c4n","","","http://vocab.deri.ie/c4n","http://vocab.deri.ie/c4n#","","","","","","Call for Anything vocabulary",""
"42",42,"c4o","","","http://purl.org/spar/c4o","http://purl.org/spar/c4o/","","","","","","C4O, the Citation Counting and Context Characterization Ontology",""
"43",43,"cal","","","http://www.w3.org/2002/12/cal/ical","http://www.w3.org/2002/12/cal/ical#","","","","","","Internet Calendaring and Scheduling Core Object Specification",""
"44",44,"cart","","","http://purl.org/net/cartCoord#","http://purl.org/net/cartCoord#","","","","","","cartCoordOnt",""
"45",45,"cbo","","","http://comicmeta.org/cbo/","http://comicmeta.org/cbo/","","","","","","Comic Book Ontology",""
"46",46,"cc","","","http://creativecommons.org/ns","http://creativecommons.org/ns#","","","","","","Creative Commons Rights Expression Language",""
"47",47,"cco","","","http://purl.org/ontology/cco/core#","http://purl.org/ontology/cco/core#","","","","","","Cognitive Characteristics Ontology",""
"48",48,"cdm","","","http://purl.org/twc/ontology/cdm.owl#","http://purl.org/twc/ontology/cdm.owl#","","","","","","Conceptual Depth and Momentum",""
"49",49,"cdtype","","","http://purl.org/cld/cdtype/","http://purl.org/cld/cdtype/","","","","","","The Collection Description Type Namespace",""
"50",50,"ceo","","","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#","","","","","","Consumer Electronics Ontology",""
"51",51,"cerif","","","http://www.eurocris.org/ontologies/cerif/1.3","http://www.eurocris.org/ontologies/cerif/1.3#","","","","","","CERIF Ontology 1.3",""
"52",52,"cert","","","http://www.w3.org/ns/auth/cert#","http://www.w3.org/ns/auth/cert#","","","","","","The Cert Ontology",""
"53",53,"cff","","","http://purl.oclc.org/NET/ssnx/cf/cf-feature","http://purl.oclc.org/NET/ssnx/cf/cf-feature#","","","","","","Climate and Forecast (CF) features",""
"54",54,"cfp","","","http://purl.oclc.org/NET/ssnx/cf/cf-property","http://purl.oclc.org/NET/ssnx/cf/cf-property#","","","","","","Climate and Forecast (CF) standard names parameter vocabulary",""
"55",55,"cgov","","","http://reference.data.gov.uk/def/central-government","http://reference.data.gov.uk/def/central-government/","","","","","","Central Government Ontology",""
"56",56,"chord","","","http://purl.org/ontology/chord/","http://purl.org/ontology/chord/","","","","","","The OMRAS2 Chord Ontology",""
"57",57,"cito","","","http://purl.org/spar/cito/","http://purl.org/spar/cito/","","","","","","CiTO, the Citation Typing Ontology",""
"58",58,"citof","","","http://www.essepuntato.it/2013/03/cito-functions","http://www.essepuntato.it/2013/03/cito-functions/","","","","","","Functions of Citations",""
"59",59,"cl","","","http://advene.org/ns/cinelab/ld","http://advene.org/ns/cinelab/ld#","","","","","","Cinelab ontology",""
"60",60,"cld","","","http://purl.org/cld/terms/","http://purl.org/cld/terms/","","","","","","The Collection Description Terms",""
"61",61,"cmo","","","http://purl.org/twc/ontologies/cmo.owl","http://purl.org/twc/ontologies/cmo.owl#","","","","","","Conceptual Model Ontology",""
"62",62,"cnt","","","http://www.w3.org/2011/content","http://www.w3.org/2011/content#","","","","","","Representing Content in RDF",""
"63",63,"co","","","http://purl.org/ontology/co/core#","http://purl.org/ontology/co/core#","","","","","","Counter Ontology",""
"64",64,"cogs","","","http://vocab.deri.ie/cogs","http://vocab.deri.ie/cogs#","","","","","","COGS Vocabulary",""
"65",65,"cold","","","http://purl.org/configurationontology","http://purl.org/configurationontology#","","","","","","'Configuration as Linked Data' ontology",""
"66",66,"coll","","","http://purl.org/co","http://purl.org/co/","","","","","","Collections Ontology",""
"67",67,"comm","","","http://vocab.resc.info/communication","http://vocab.resc.info/communication#","","","","","","Vocabulary related to incident communication",""
"68",68,"con","","","http://www.w3.org/2000/10/swap/pim/contact","http://www.w3.org/2000/10/swap/pim/contact#","","","","","","Contact",""
"69",69,"conversion","","","http://purl.org/twc/vocab/conversion/","http://purl.org/twc/vocab/conversion/","","","","","","Conversion Ontology",""
"70",70,"coo","","","http://purl.org/coo/ns#","http://purl.org/coo/ns#","","","","","","Car Options Ontology",""
"71",71,"coun","","","http://www.daml.org/2001/09/countries/iso-3166-ont","http://www.daml.org/2001/09/countries/iso-3166-ont#","","","","","","ISO 3166 Country Codes",""
"72",72,"cpa","","","http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl","http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#","","","","","","Content Pattern Annotations",""
"73",73,"crm","","","http://www.cidoc-crm.org/cidoc-crm/","http://www.cidoc-crm.org/cidoc-crm/","","","","","","CIDOC Conceptual Reference Model",""
"74",74,"cro","","","http://rhizomik.net/ontologies/copyrightonto.owl","http://rhizomik.net/ontologies/copyrightonto.owl#","","","","","","Copyright Ontology",""
"75",75,"crsw","","","http://courseware.rkbexplorer.com/ontologies/courseware","http://courseware.rkbexplorer.com/ontologies/courseware#","","","","","","ReSIST Courseware Ontology",""
"76",76,"cs","","","http://purl.org/vocab/changeset/schema","http://purl.org/vocab/changeset/schema#","","","","","","Changeset",""
"77",77,"csp","","","http://vocab.deri.ie/csp","http://vocab.deri.ie/csp#","","","","","","Constraint Satisfaction Problems Vocabulary",""
"78",78,"ct","","","http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl","http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#","","","","","","Connectivity types",""
"79",79,"ctag","","","http://commontag.org/ns#","http://commontag.org/ns#","","","","","","Common Tag Vocabulary",""
"80",80,"ctorg","","","http://purl.org/ctic/infraestructuras/organizacion","http://purl.org/ctic/infraestructuras/organizacion#","","","","","","Vocabulario de la estructura de organismos públicos",""
"81",80,"ctorg","","","http://purl.org/ctic/infraestructuras/organizacion","http://purl.org/ctic/infraestructuras/organizacion#","","","","","","Vocabulary for the structure of the public organizations",""
"82",81,"ctxdesc","","","http://www.demcare.eu/ontologies/contextdescriptor.owl","http://www.demcare.eu/ontologies/contextdescriptor.owl#","","","","","","Context Descriptor Pattern",""
"83",82,"cwork","","","http://www.bbc.co.uk/ontologies/creativework","http://www.bbc.co.uk/ontologies/creativework/","","","","","","Creative Work Ontology",""
"84",83,"d2rq","","","http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1","http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#","","","","","","D2RQ - Language Specification",""
"85",84,"dady","","","http://vocab.deri.ie/dady","http://purl.org/NET/dady#","","","","","","Dataset Dynamics (dady) vocabulary",""
"86",85,"daia","","","http://purl.org/ontology/daia","http://purl.org/ontology/daia/","","","","","","Document Availability Information Ontology",""
"87",86,"daq","","","http://purl.org/eis/vocab/daq#","http://purl.org/eis/vocab/daq#","","","","","","Dataset Quality Vocabulary",""
"88",87,"date","","","http://contextus.net/ontology/ontomedia/misc/date#","http://contextus.net/ontology/ontomedia/misc/date#","","","","","","OntoMedia Date Part Representation",""
"89",88,"dbpedia-owl","","","http://dbpedia.org/ontology/","http://dbpedia.org/ontology/","","","","","","The DBpedia Ontology",""
"90",89,"dbug","","","http://ontologi.es/doap-bugs#","http://ontologi.es/doap-bugs#","","","","","","DOAP Bugs",""
"91",90,"dcam","","","http://purl.org/dc/dcam/","http://purl.org/dc/dcam/","","","","","","DCMI Abstract Model",""
"92",91,"dcat","","","http://www.w3.org/ns/dcat","http://www.w3.org/ns/dcat#","","","","","","Data Catalog Vocabulary",""
"93",92,"dce","","","http://purl.org/dc/elements/1.1/","http://purl.org/dc/elements/1.1/","","","","","","Dublin Core Metadata Element Set",""
"94",93,"dcite","","","http://purl.org/spar/datacite","http://purl.org/spar/datacite/","","","","","","The DataCite Ontology",""
"95",94,"dcndl","","","http://ndl.go.jp/dcndl/terms/","http://ndl.go.jp/dcndl/terms/","","","","","","NDL Metadata Terms",""
"96",95,"dcterms","","","http://purl.org/dc/terms/","http://purl.org/dc/terms/","","","","","","DCMI Metadata Terms",""
"97",96,"dctype","","","http://purl.org/dc/dcmitype/","http://purl.org/dc/dcmitype/","","","","","","DCMI Type Vocabulary",""
"98",97,"decision","","","https://decision-ontology.googlecode.com/svn/trunk/decision.owl","https://decision-ontology.googlecode.com/svn/trunk/decision.owl#","","","","","","Decision ontology",""
"99",98,"demlab","","","http://www.demcare.eu/ontologies/demlab.owl","http://www.demcare.eu/ontologies/demlab.owl#","","","","","","Dem@Care Lab Ontology for Dementia Assessment",""
"100",99,"deo","","","http://purl.org/spar/deo","http://purl.org/spar/deo/","","","","","","The Discourse Elements Ontology",""
"101",100,"deps","","","http://ontologi.es/doap-deps#","http://ontologi.es/doap-deps#","","","","","","DOAP Dependencies",""
"102",101,"dicom","","","http://purl.org/healthcarevocab/v1","http://purl.org/healthcarevocab/v1#","","","","","","Healthcare metadata - DICOM ontology",""
"103",102,"disco","","","http://rdf-vocabulary.ddialliance.org/discovery","http://rdf-vocabulary.ddialliance.org/discovery#","","","","","","DDI-RDF Discovery Vocabulary",""
"104",103,"dita","","","http://purl.org/dita/ns#","http://purl.org/dita/ns#","","","","","","DITA RDF ontology",""
"105",104,"dm2e","","","http://onto.dm2e.eu/schemas/dm2e","http://onto.dm2e.eu/schemas/dm2e/","","","","","","DM2E model",""
"106",105,"doap","","","http://usefulinc.com/ns/doap#","http://usefulinc.com/ns/doap#","","","","","","Description of a Project vocabulary",""
"107",106,"doc","","","http://www.w3.org/2000/10/swap/pim/doc","http://www.w3.org/2000/10/swap/pim/doc#","","","","","","Works, licences, derivatives and dependencies",""
"108",107,"doco","","","http://purl.org/spar/doco","http://purl.org/spar/doco/","","","","","","DoCO, the Document Components Ontology",""
"109",108,"docso","","","http://purl.org/ontology/dso","http://purl.org/ontology/dso#","","","","","","Document Service Ontology",""
"110",109,"dogont","","","http://elite.polito.it/ontologies/dogont.owl","http://elite.polito.it/ontologies/dogont","","","","","","Ontology Modeling for Intelligent Domotic Environments",""
"111",110,"dq","","","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#","","","","","","OWL representation of ISO 19115 (Geographic Information - Metadata - Data quality package)",""
"112",111,"dqc","","","http://semwebquality.org/ontologies/dq-constraints","http://semwebquality.org/ontologies/dq-constraints#","","","","","","The Data Quality Constraints Library",""
"113",112,"dqm","","","http://purl.org/dqm-vocabulary/v1/dqm","http://purl.org/dqm-vocabulary/v1/dqm#","","","","","","The Data Quality Management Vocabulary",""
"114",113,"dr","","","http://purl.org/swan/2.0/discourse-relationships/","http://purl.org/swan/2.0/discourse-relationships/","","","","","","Discourse relationships vocabulary",""
"115",114,"drm","","","http://vocab.data.gov/def/drm","http://vocab.data.gov/def/drm#","","","","","","Data Reference Model",""
"116",115,"ds","","","http://purl.org/ctic/dcat#","http://purl.org/ctic/dcat#","","","","","","Dataset Catalog Vocabulary",""
"117",116,"dsn","","","http://purl.org/dsnotify/vocab/eventset/","http://purl.org/dsnotify/vocab/eventset/","","","","","","DSNotify Eventsets: A vocabulary for change events in linked data sources",""
"118",117,"dso","","","http://inference-web.org/2.0/ds.owl","http://inference-web.org/2.0/ds.owl#","","","","","","Data Structure Ontology",""
"119",118,"dtype","","","http://www.linkedmodel.org/schema/dtype","http://www.linkedmodel.org/schema/dtype#","","","","","","Datatype Ontology",""
"120",119,"dul","","","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#","","","","","","DOLCE+DnS Ultralite",""
"121",120,"dvia","","","http://purl.org/ontology/dvia","http://purl.org/ontology/dvia#","","","","","","The visualization vocabulary for LOD applications",""
"122",121,"eac-cpf","","","http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/","http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/","","","","","","EAC-CPF Descriptions Ontology for Linked Archival Data:",""
"123",122,"earl","","","http://www.w3.org/ns/earl","http://www.w3.org/ns/earl#","","","","","","Evaluation and Report Language",""
"124",123,"ebucore","","","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#","","","","","","EBU Ontology",""
"125",124,"eclap","","","http://www.eclap.eu/schema/eclap/","http://www.eclap.eu/schema/eclap/","","","","","","ECLAP, Performing Arts Vocabulary",""
"126",125,"ecpo","","","http://purl.org/ontology/ecpo","http://purl.org/ontology/ecpo#","","","","","","Enumeration and Chronology of Periodicals Ontology",""
"127",126,"ecrm","","","http://erlangen-crm.org/current/","http://erlangen-crm.org/current/","","","","","","Erlangen CRM / OWL",""
"128",127,"edm","","","http://www.europeana.eu/schemas/edm/","http://www.europeana.eu/schemas/edm/","","","","","","Europeana Data Model vocabulary",""
"129",128,"eem","","","http://purl.org/eem","http://purl.org/eem#","","","","","","The EPCIS Event Model",""
"130",129,"elec","","","http://purl.org/ctic/sector-publico/elecciones","http://purl.org/ctic/sector-publico/elecciones#","","","","","","Vocabulario de Resultados Electorales",""
"131",129,"elec","","","http://purl.org/ctic/sector-publico/elecciones","http://purl.org/ctic/sector-publico/elecciones#","","","","","","Vocabulary for Vote Results",""
"132",130,"emotion","","","http://ns.inria.fr/emoca","http://ns.inria.fr/emoca#","","","","","","Emotion Ontology for Context Awareness",""
"133",131,"emp","","","http://purl.org/ctic/empleo/oferta","http://purl.org/ctic/empleo/oferta#","","","","","","Vocabulario de Ofertas de Empleo",""
"134",132,"ends","","","http://labs.mondeca.com/vocab/endpointStatus","http://labs.mondeca.com/vocab/endpointStatus#","","","","","","Vocabulary of endpoint status (availability, responseTime)",""
"135",133,"ep","","","http://eprints.org/ontology/","http://eprints.org/ontology/","","","","","","EPrints Ontology",""
"136",134,"essglobal","","","http://purl.org/essglobal/vocab/","http://purl.org/essglobal/vocab/","","","","","","ESSGlobal Vocabulary",""
"137",135,"event","","","http://purl.org/NET/c4dm/event.owl","http://purl.org/NET/c4dm/event.owl#","","","","","","The Event Ontology",""
"138",136,"ex","","","http://purl.org/net/ns/ex","http://purl.org/net/ns/ex#","","","","","","Example vocabulary",""
"139",137,"exif","","","http://www.w3.org/2003/12/exif/ns","http://www.w3.org/2003/12/exif/ns#","","","","","","Exif data description vocabulary",""
"140",138,"ext","","","http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent","http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#","","","","","","OWL representation of ISO 19115 (Geographic Information - Metadata - Extent package)",""
"141",139,"fabio","","","http://purl.org/spar/fabio/","http://purl.org/spar/fabio/","","","","","","FRBR-aligned Bibliographic Ontology",""
"142",140,"fea","","","http://vocab.data.gov/def/fea","http://vocab.data.gov/def/fea#","","","","","","Federal Enterprise Architecture Vocabulary",""
"143",141,"foaf","","","http://xmlns.com/foaf/0.1/","http://xmlns.com/foaf/0.1/","","","","","","Friend of a Friend vocabulary",""
"144",142,"food","","","http://data.lirmm.fr/ontologies/food","http://data.lirmm.fr/ontologies/food#","","","","","","Food Ontology",""
"145",143,"fowl","","","http://www.w3.org/TR/2003/PR-owl-guide-20031215/food","http://www.w3.org/TR/2003/PR-owl-guide-20031209/food#","","","","","","Food Ontology in OWL",""
"146",144,"frad","","","http://iflastandards.info/ns/fr/frad/","http://iflastandards.info/ns/fr/frad/","","","","","","FRAD model",""
"147",145,"frapo","","","http://purl.org/cerif/frapo/","http://purl.org/cerif/frapo/","","","","","","Funding, Research Administration and Projects Ontology",""
"148",146,"frappe","","","http://streamreasoning.org/ontologies/frappe#","http://streamreasoning.org/ontologies/frappe#","","","","","","FraPPE: Frame, Pixel, Place, Event vocabulary",""
"149",147,"frbr","","","http://purl.org/vocab/frbr/core","http://purl.org/vocab/frbr/core#","","","","","","Expression of Core FRBR Concepts in RDF",""
"150",148,"frbre","","","http://purl.org/vocab/frbr/extended","http://purl.org/vocab/frbr/extended#","","","","","","Extended FRBR",""
"151",149,"frbrer","","","http://iflastandards.info/ns/fr/frbr/frbrer/","http://iflastandards.info/ns/fr/frbr/frbrer/","","","","","","FRBRer model",""
"152",150,"fresnel","","","http://www.w3.org/2004/09/fresnel","http://www.w3.org/2004/09/fresnel#","","","","","","Fresnel Lens and Format Core Vocabulary",""
"153",151,"g50k","","","http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/","http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/","","","","","","50K Gazetteer Vocabulary",""
"154",152,"game","","","http://data.totl.net/game/","http://data.totl.net/game/","","","","","","TotL Game Ontology",""
"155",153,"gc","","","http://www.oegov.org/core/owl/gc","http://www.oegov.org/core/owl/gc#","","","","","","oeGOV Government Core Ontology",""
"156",154,"gci","","","http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl","http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl#","","","","","","Global City Indicator Foundation Ontology",""
"157",155,"gd","","","http://vocab.data.gov/gd","http://reference.data.gov/def/govdata/","","","","","","Government Data Vocabulary",""
"158",156,"gen","","","http://purl.org/gen/0.1#","http://purl.org/gen/0.1#","","","","","","Vocabulary for Linked Genealogical Data",""
"159",157,"geo","","","http://www.w3.org/2003/01/geo/wgs84_pos","http://www.w3.org/2003/01/geo/wgs84_pos#","","","","","","WGS84 Geo Positioning",""
"160",158,"geod","","","http://vocab.lenka.no/geo-deling","http://vocab.lenka.no/geo-deling#","","","","","","Landinndelingen i Norge",""
"161",159,"geof","","","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#","","","","","","Geo Features",""
"162",160,"geofla","","","http://data.ign.fr/def/geofla","http://data.ign.fr/def/geofla#","","","","","","Ontologie des unités administratives de l'IGN",""
"163",160,"geofla","","","http://data.ign.fr/def/geofla","http://data.ign.fr/def/geofla#","","","","","","Ontology of administrative units at IGN-France",""
"164",161,"geom","","","http://data.ign.fr/def/geometrie","http://data.ign.fr/def/geometrie#","","","","","","Ontologie des primitives géométriques",""
"165",162,"geop","","","http://aims.fao.org/aos/geopolitical.owl","http://aims.fao.org/aos/geopolitical.owl#","","","","","","FAO Geopolitical Ontology",""
"166",163,"geosp","","","http://rdf.geospecies.org/ont/geospecies","http://rdf.geospecies.org/ont/geospecies#","","","","","","GeoSpecies Ontology",""
"167",164,"gf","","","http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature","http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#","","","","","","OWL representation of ISO 19109 (General Feature Model)",""
"168",165,"gm","","","http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry","http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#","","","","","","OWL representation of ISO 19107 (Geographic Information)",""
"169",166,"gml","","","http://www.opengis.net/ont/gml","http://www.opengis.net/ont/gml#","","","","","","OGC Geometry",""
"170",167,"gn","","","http://www.geonames.org/ontology","http://www.geonames.org/ontology#","","","","","","The Geonames ontology",""
"171",168,"gndo","","","http://d-nb.info/standards/elementset/gnd#","http://d-nb.info/standards/elementset/gnd#","","","","","","GND Ontology",""
"172",168,"gndo","","","http://d-nb.info/standards/elementset/gnd#","http://d-nb.info/standards/elementset/gnd#","","","","","","GND-Ontologie",""
"173",169,"gold","","","http://purl.org/linguistics/gold","http://purl.org/linguistics/gold/","","","","","","General Ontology for Linguistic Description",""
"174",170,"gov","","","http://gov.genealogy.net/ontology.owl","http://gov.genealogy.net/ontology.owl#","","","","","","Ontology for modelling historic administrative information.",""
"175",170,"gov","","","http://gov.genealogy.net/ontology.owl","http://gov.genealogy.net/ontology.owl#","","","","","","Ontologie zur Modellierung historischer Verwaltungsinformationen.",""
"176",171,"gr","","","http://purl.org/goodrelations/v1","http://purl.org/goodrelations/v1#","","","","","","The GoodRelations Ontology for Semantic Web-based E-Commerce",""
"177",172,"grddl","","","http://www.w3.org/2003/g/data-view","http://www.w3.org/2003/g/data-view#","","","","","","Gleaning Resource Descriptions from Dialects of Languages Vocabulary",""
"178",173,"gso","","","http://www.w3.org/2006/gen/ont","http://www.w3.org/2006/gen/ont#","","","","","","Generic Specific Ontology",""
"179",174,"gsp","","","http://www.opengis.net/ont/geosparql","http://www.opengis.net/ont/geosparql#","","","","","","OGC GeoSPARQL",""
"180",175,"gtfs","","","http://vocab.gtfs.org/terms#","http://vocab.gtfs.org/terms#","","","","","","General Transit Feed Specification",""
"181",176,"gts","","","http://resource.geosciml.org/ontology/timescale/gts","http://resource.geosciml.org/ontology/timescale/gts#","","","","","","Geologic Timescale model",""
"182",177,"gvp","","","http://vocab.getty.edu/ontology","http://vocab.getty.edu/ontology#","","","","","","Getty Vocabulary Program ontology",""
"183",178,"h2o","","","http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic","http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#","","","","","","Ontology for conversion of ISO/TC 211",""
"184",179,"ha","","","http://sensormeasurement.appspot.com/ont/home/homeActivity#","http://sensormeasurement.appspot.com/ont/home/homeActivity#","","","","","","Home Activity",""
"185",180,"hdo","","","http://www.samos.gr/ontologies/helpdeskOnto.owl","http://www.samos.gr/ontologies/helpdeskOnto.owl#","","","","","","HelpDesk support Ontology",""
"186",181,"holding","","","http://purl.org/ontology/holding","http://purl.org/ontology/holding#","","","","","","Holding Ontology",""
"187",182,"hr","","","http://iserve.kmi.open.ac.uk/ns/hrests","http://iserve.kmi.open.ac.uk/ns/hrests#","","","","","","hRESTS Ontology",""
"188",183,"http","","","http://www.w3.org/2011/http","http://www.w3.org/2011/http#","","","","","","HTTP in RDF",""
